DER;4270017146
DIS;2773684939
DIN;2664194678
DEN;2429526864
DES;2065715430
DED;1927628435
DUC;1819169719
DIT;1282288818
DIA;1097668021
DIF;1094447781
DAY;1030064586
DEA;998176981
DIC;984016286
DRE;929834043
DEC;924397433
DEP;873351630
DIE;864452826
DEV;859029789
DEL;830191335
DID;769945900
DAT;765559341
DIV;747835577
DGE;730974664
DOW;714928592
DEF;700730657
DUR;668020262
DON;667737972
DEM;635605292
DET;603630199
DIR;583508348
DAR;556601945
DOM;548383587
DRA;543168190
DAN;535210110
DUA;461735226
DOE;438196437
DEE;402068410
DLE;401335194
DLY;383625855
DMI;375343715
DRI;362862703
DDE;346168146
DUS;327612780
DDI;325302622
DOU;321531621
DRO;309707081
DOC;300501873
DAM;293655716
DVA;261439554
DUL;253349395
DUE;201865503
DEG;195471801
DIO;194981811
DOR;182293942
DDL;182191959
DOO;175149222
DOL;169446922
DEB;168973375
DIM;162656034
DIG;160011830
DUT;155613193
DNE;145142169
DRU;144498006
DAL;138928124
DIL;137056894
DDR;126785940
DVE;124882983
DAV;123265598
DAI;120758366
DOP;120165874
DOI;119194733
DIU;117387741
DVI;107136334
DWA;100123356
DAU;94675250
DRY;88654268
DGM;88622466
DJU;87668527
DOG;86757547
DYN;81437194
DEX;79457167
DEO;77648809
DEQ;76175772
DOS;75911242
DAP;73829399
DLI;69823313
DSO;66297371
DSH;62925714
DIP;61261357
DWI;61154988
DST;59177697
DAS;57316229
DME;53762644
DOT;48464918
DWE;46589828
DYI;46386927
DUN;46079677
DUM;45140006
DUK;43800340
DAB;43730339
DTH;41934974
DIX;41191582
DMA;39880211
DHE;39325079
DOX;38662437
DAD;38350865
DNA;38243232
DVO;37733112
DIB;36237497
DIZ;35940267
DHO;35076237
DHI;34751365
DDH;32319005
DEU;31886843
DOZ;31018888
DDY;30955021
DGI;30656323
DSC;30266711
DYS;30062228
DAG;30057834
DEI;28509183
DHA;28059366
DMO;26059717
DUB;26006566
DDS;25981492
DAW;25805906
DCA;25281148
DAC;24222199
DEW;24131892
DUP;23558448
DBA;22983239
DFU;22895600
DFA;22377013
DLO;21316924
DLA;20490931
DQU;19515722
DJA;19421925
DBO;18659455
DYE;16887636
DOV;16753457
DAH;16067364
DDA;15600155
DOD;14668950
DFO;14611388
DPO;14260333
DNI;14256615
DJO;13983659
DWO;13829877
DEH;13294160
DUO;12478832
DSW;10504930
DSM;10479706
DAK;10297750
DUG;9918814
DBE;9168928
DJE;8946524
DPA;8872766
DUI;8751636
DSI;8645193
DMU;8579598
DAZ;8568231
DEZ;8484843
DYL;7709716
DGA;7680231
DOB;6582985
DDO;6413969
DSE;6274735
DDU;6097158
DFI;5916950
DCH;5707251
DKE;5413844
DUD;5271987
DWR;5016158
DBY;4726762
DSP;4629683
DBU;4573591
DUF;4566660
DYA;4516519
DIK;4318335
DAE;4211261
DSA;4041018
DBI;3978865
DII;3790515
DCU;3544738
DYK;3502868
DSL;3438215
DHU;3424325
DEK;3388970
DGW;3302829
DOY;3211032
DEJ;2697977
DCO;2671361
DFR;2630747
DCL;2516097
DSU;2435316
DOA;2369138
DBR;2363040
DGR;2325141
DAF;2231238
DTA;2223963
DPE;2205667
DYM;2197722
DLB;2187812
DHY;2175846
DEY;2097771
DYC;2010433
DPI;2009526
DNO;2008499
DHR;1976087
DTI;1972183
DGK;1907678
DKA;1888825
DVD;1882317
DOF;1787500
DUV;1784733
DTE;1762976
DRS;1723089
DCS;1693302
DGS;1626480
DBL;1608083
DOH;1590599
DNS;1551726
DIJ;1466870
DYG;1450100
DDT;1442224
DBM;1407418
DHD;1383789
DIW;1348667
DPL;1319786
DGL;1223279
DSK;1192549
DFL;1177666
DIH;1152432
DNU;1142548
DAO;1128962
DLU;1085756
DGU;1072877
DOK;1034540
DWY;1031622
DFE;962384
DSB;953573
DPH;907567
DJI;881977
DMS;848304
DSS;847884
DKI;844270
DZE;811252
DGY;793170
DLL;766110
DCR;745301
DUH;737102
DHC;736870
DUQ;730054
DTR;718917
DBC;665806
DCE;654919
DUX;616362
DPR;592891
DLC;563552
DHS;546297
DTO;531228
DIQ;520028
DYW;504595
DAQ;480617
DTL;464580
DUU;456641
DTS;454997
DRG;409561
DTV;401127
DTP;384516
DDM;377167
DCC;371709
DFT;371095
DTD;367989
DHP;366454
DPS;361058
DPP;343728
DSD;342239
DBS;335062
DCI;334653
DFS;332396
DWT;295377
DYB;292955
DRC;284899
DRZ;281584
DRV;266678
DLS;265171
DNP;265040
DDC;263195
DLP;262973
DCT;255179
DSR;247126
DNB;245739
DVT;245706
DNR;245668
DGF;243150
DMZ;240846
DTC;234086
DHH;230685
DZI;223779
DAJ;219984
DDD;212927
DMF;209592
DAX;207852
DTT;206332
DCF;202802
DOJ;199754
DCM;199704
DYT;192096
DHT;184880
DWH;180151
DPM;179339
DLR;178893
DMC;174798
DBH;166040
DNC;163212
DIY;158945
DRM;158559
DBP;155214
DLN;153554
DMD;148463
DMT;147769
DML;147548
DPC;147096
DDP;142544
DJS;141128
DPT;141090
DZO;139524
DSN;136625
DVB;135614
DPG;134772
DAA;134600
DMK;132451
DFG;131201
DHV;130188
DPN;129276
DHL;127623
DFD;126831
DUY;122921
DRP;122851
DCB;122431
DFP;120227
DUJ;119583
DCP;118565
DTY;118196
DDB;117318
DZU;114018
DBT;113096
DSV;112594
DNF;111791
DNY;110338
DDN;109462
DGO;107229
DNL;106922
DPU;106778
DVM;106645
DFC;105501
DUZ;105300
